catalog_id,origin,source,fold,n_items,n_users,sales_hhi,sales_norm_entropy,attr_entropy,mean_history_length,headroom
syn_V500_EHIGH_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,500,500,0.145923205519766,0.48469848774123103,1.4583252317220516,10.63,-0.2810057854376311
syn_V500_EHIGH_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,500,500,0.21720114823399356,0.42901635438743285,1.4857688279220929,10.462,-0.2596910723740331
syn_V500_EHIGH_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,500,500,0.17012952323218775,0.459899140527669,1.4717217688295179,10.602,-0.26712017043619624
syn_V500_EHIGH_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,500,500,0.15181755516614204,0.4736766566171139,1.4583252317220516,4.846,-0.2721252284661359
syn_V500_EHIGH_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,500,500,0.22043594048947707,0.41708963646836433,1.4857688279220929,5.002,-0.2670183082628007
syn_V500_EHIGH_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,500,500,0.16452401527064556,0.4623208861904535,1.4717217688295179,5.178,-0.3041899941767291
syn_V500_EHIGH_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,500,500,0.07139718050466828,0.6086098272799073,1.4583252317220516,10.396,-0.20005722845063892
syn_V500_EHIGH_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,500,500,0.14333343041074134,0.5174674031729178,1.4857688279220929,10.98,-0.1875762189704911
syn_V500_EHIGH_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,500,500,0.0890973088775287,0.5690801317188182,1.4717217688295179,10.716,-0.1964260682342504
syn_V500_EHIGH_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,500,500,0.06869692375987654,0.5913886068578026,1.4583252317220516,4.812,-0.2254658788710898
syn_V500_EHIGH_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,500,500,0.1745260038436486,0.4826176446283597,1.4857688279220929,4.838,-0.1779007706225961
syn_V500_EHIGH_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,500,500,0.09683896153286872,0.5412132845468044,1.4717217688295179,4.996,-0.1897403238374308
syn_V500_ELOW_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,500,500,0.003970028624327952,0.9524090112213125,1.0421211697315256,10.856,-0.03238392049422053
syn_V500_ELOW_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,500,500,0.0037646893341361817,0.9533179962791792,0.9827106298396608,10.394,-0.029527539444224326
syn_V500_ELOW_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,500,500,0.003938177570228466,0.9530232930988483,1.0439185999492937,10.696,-0.046835938210350946
syn_V500_ELOW_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,500,500,0.004153875023456558,0.9390162731212544,1.0421211697315256,5.078,-0.025395535095031507
syn_V500_ELOW_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,500,500,0.0038925438787767567,0.9398933223848585,0.9827106298396608,4.748,-0.032175247509323476
syn_V500_ELOW_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,500,500,0.0045197740112994335,0.9359362363673107,1.0439185999492937,4.926,-0.055742909192000624
syn_V500_ELOW_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,500,500,0.004036580779072957,0.9524613095484534,1.0421211697315256,10.526,-0.04317297931078815
syn_V500_ELOW_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,500,500,0.0036697418483631456,0.9552049405136497,0.9827106298396608,10.944,-0.04102345814546741
syn_V500_ELOW_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,500,500,0.0037684386934128643,0.9552444412450669,1.0439185999492937,10.702,-0.037352073433509145
syn_V500_ELOW_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,500,500,0.00400697761146276,0.9407615697273798,1.0421211697315256,5.09,-0.023532596363786944
syn_V500_ELOW_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,500,500,0.0039005597884330737,0.9432697643281793,0.9827106298396608,5.132,-0.020618216108667188
syn_V500_ELOW_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,500,500,0.004804412932268322,0.9276956767802311,1.0439185999492937,4.838,-0.0542907711521841
syn_V500_ELOW_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,500,500,0.18896307038961052,0.44825880552225794,1.0421211697315256,10.856,-0.26788733743394005
syn_V500_ELOW_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,500,500,0.16525760499607448,0.45797956299201875,0.9827106298396608,10.394,-0.2853978269005924
syn_V500_ELOW_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,500,500,0.19336109984870384,0.44146419800617487,1.0439185999492937,10.696,-0.24493095813430238
syn_V500_ELOW_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,500,500,0.17789964346031145,0.4497484477796955,1.0421211697315256,5.078,-0.25186855394633717
syn_V500_ELOW_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,500,500,0.15880022984744172,0.44961527632425624,0.9827106298396608,4.748,-0.2770820452683226
syn_V500_ELOW_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,500,500,0.19388489897539019,0.44288838849253065,1.0439185999492937,4.926,-0.24362705587924105
syn_V500_ELOW_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,500,500,0.1283136172334855,0.4929704864648597,1.0421211697315256,10.526,-0.25495685956118663
syn_V500_ELOW_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,500,500,0.1204501957532709,0.4971859135899394,0.9827106298396608,10.944,-0.2479896378367815
syn_V500_ELOW_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,500,500,0.17934132483277235,0.4484082250082942,1.0439185999492937,10.702,-0.23465081906702306
syn_V500_ELOW_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,500,500,0.1273396234220833,0.4915026234799598,1.0421211697315256,5.09,-0.24866431269977865
syn_V500_ELOW_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,500,500,0.11896942116068358,0.485790926456895,0.9827106298396608,5.132,-0.28112838125008077
syn_V500_ELOW_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,500,500,0.20840939001168515,0.42157317801275573,1.0439185999492937,4.838,-0.2641876802664161
synth_attr_hetero_s0,synthetic,latent_intent_model,screen,200,1000,0.051585075326148574,0.745207680327275,0.8539489271851337,13.986,-0.21830454311923866
synth_attr_many_s0,synthetic,latent_intent_model,confirm,200,1000,0.07663534162160225,0.7127325092002509,0.8559807496474113,13.986,-0.20204946296396367
synth_hist_long_s0,synthetic,latent_intent_model,screen,200,1000,0.027607517523875767,0.830022195445053,0.9050161277006503,23.899,-0.16371106496894233
synth_hist_short_s0,synthetic,latent_intent_model,confirm,200,1000,0.029880779541714288,0.8246769455645478,0.9050161277006503,7.968,-0.15400820095096274
synth_stick_low_s0,synthetic,latent_intent_model,confirm,200,1000,0.02916281625229967,0.8239208648549025,0.9050161277006503,13.986,-0.16685037062199465
synth_tstat_s0,synthetic,latent_intent_model,screen,200,1000,0.04750448430518268,0.7812025919265068,0.9050161277006503,13.986,-0.18980759344669937
synth_v1000_s0,synthetic,latent_intent_model,confirm,1000,1000,0.022878014535937227,0.7363560086381353,0.875912633524919,14.014,-0.16127930995259512
synth_v1000_s1,synthetic,latent_intent_model,screen,1000,1000,0.025432334294177326,0.7299631358496287,0.8767363396033773,13.965,-0.14839524210980554
synth_v1000_s2,synthetic,latent_intent_model,screen,1000,1000,0.015812302772394038,0.7832217017652395,0.8758481964232259,14.139,-0.12257444277711534
synth_v200_s0,synthetic,latent_intent_model,screen,200,1000,0.029597035891445637,0.8238657019464158,0.9050161277006503,13.986,-0.16474678473543256
synth_v200_s1,synthetic,latent_intent_model,confirm,200,1000,0.0354997765059164,0.7900296085871649,0.8572898253359269,14.023,-0.17596767056342394
synth_v200_s2,synthetic,latent_intent_model,confirm,200,1000,0.08052341518414935,0.682707945974915,0.851295081972647,13.961,-0.2319262062575937
synth_v200_s3,synthetic,latent_intent_model,screen,200,1000,0.0637643264061223,0.7322741250426985,0.8672854232225895,14.132,-0.20658105914849792
synth_v20_s0,synthetic,latent_intent_model,screen,20,600,0.2004784808029571,0.7249845540461995,0.8945974561808799,13.983333333333333,-0.18633918350795242
synth_v50_s0,synthetic,latent_intent_model,screen,50,600,0.08917583735808596,0.7776974267442153,0.8689503619722463,13.983333333333333,-0.21337889261579274
synth_zipf05_s0,synthetic,latent_intent_model,screen,200,1000,0.2983668503566602,0.36964860456958715,0.9050161277006503,13.986,-0.24797727041365042
synth_zipf15_s0,synthetic,latent_intent_model,screen,200,1000,0.011756918189951858,0.9196302020368842,0.9050161277006503,13.986,-0.06544910400239179
synth_zipf20_s0,synthetic,latent_intent_model,confirm,200,1000,0.009892564038843235,0.9394721347088897,0.9050161277006503,13.986,-0.046912674137041484
synth_zipf20_s1,synthetic,latent_intent_model,confirm,200,1000,0.011627249926451713,0.919829366330262,0.8572898253359269,14.023,-0.05531043016082671
uci_retail_1_lights,real,uci_online_retail_1,confirm,144,13,0.12757396449704145,0.46218441906287155,0.4906356217545843,6.538461538461538,-0.15863266434927145
uci_retail_2_lights,real,uci_online_retail_2,confirm,160,30,0.09644970414201183,0.5354176644201523,0.48965094166802575,5.833333333333333,-0.06530891167961471
